facility_code,name,zip,address,longitude,latitude,method,matching_level
A260123,一般財団法人　大和松寿会　中央診療所,604-8111,京都府京都市中京区三条通高倉東入桝屋町５８番地・５６番地,135.76283507,35.0084195,geocoding,
A260124,新屋医院,604-8132,京都府京都市中京区高倉通三条下る丸屋町１６６－６,135.76281288,35.00777789,geocoding,
A260120,医療法人社団青樹会　青木クリニック,604-8147,京都府京都市中京区六角通東洞院東入ロイヤルプラザビル１階,135.75146392,35.0101165,geocoding,
A260129,医療法人大和英寿会　大和健診センター,604-8171,京都府京都市中京区虎屋町５７７番地２太陽生命御池ビル７・８・９Ｆ,135.75983809,35.0100777,geocoding,
A260055,一般財団法人　京都工場保健会診療所,604-8472,京都府京都市中京区西ノ京北壺井町６７,135.72931036,35.0152435,geocoding,
A260013,中村クリニック,605-0817,京都府京都市東山区松原通大和大路東入弓矢町４８,135.77247329,34.99852873,geocoding,
A260078,医療法人　西川医院,606-0004,京都府京都市左京区岩倉北池田町６７－４,135.77489446,35.06520514,geocoding,
A260020,もりした循環器科クリニック,606-8277,京都府京都市左京区北白川堂ノ前町３６,135.79130989,35.03304227,geocoding,
A260070,堺医院,607-8034,京都府京都市山科区四ノ宮泓３－４,135.82498185,34.98983082,geocoding,
A260133,やだ消化器内視鏡クリニック,607-8080,京都府京都市山科区竹鼻竹ノ街道町３３－１,135.81684095,34.98959729,geocoding,6
A260132,医療法人翔仁会　たきもと内科クリニック,607-8135,京都府京都市山科区大塚野溝町８６－２,135.82719541,34.9828733,geocoding,
A260017,医療法人社団　片岡医院,607-8412,京都府京都市山科区御陵四丁野町６５－２,135.81250803,34.98899167,geocoding,
A260047,医療法人社団　コクラ医院,610-0102,京都府城陽市久世下大谷１８－１１１,135.7817618,34.86936726,geocoding,
A260034,医療法人　清福会　安見内科医院,610-0117,京都府城陽市枇杷庄鹿背田３７－９,135.77334658,34.83903423,geocoding,
A260137,医療法人社団　石鎚会　三山木中央クリニック,610-0313,京都府京田辺市三山木３－３－５,135.78171017,34.79946292,geocoding,3
A260057,医療法人社団　石鎚会　田辺中央クリニック,610-0334,京都府京田辺市田辺中央６－１－６,135.77165806,34.82198859,geocoding,6
A260063,とだ循環器内科クリニック,611-0025,京都府宇治市神明宮北３２,135.78775529,34.87857178,geocoding,
A260114,医療法人　西村医院,612-0846,京都府京都市伏見区深草大亀谷万帖敷町９０,135.7788251,34.94575082,geocoding,
A260118,社会医療法人　健康会　伏見診療所,612-8089,京都府京都市伏見区銀座町３－３１８,135.76387614,34.93601517,geocoding,6
A260080,福島内科医院,612-8401,京都府京都市伏見区深草下川原町５１－５,135.76247207,34.96538177,geocoding,
A260103,医療法人社団　弘田医院,612-8438,京都府京都市伏見区深草フチ町１４－２,135.76075546,34.9552884,geocoding,
A260126,医療法人　創健会　コストコ京都八幡倉庫店クリニック,614-8294,京都府八幡市欽明台北５,135.71553509,34.84108881,geocoding,
A260045,医療法人　清祥会　川上内科,614-8297,京都府八幡市欽明台西２０－６,135.71763248,34.83495635,geocoding,
A260087,大森医院,614-8327,京都府八幡市橋本栗ケ谷２６－１５５,135.68768388,34.880467,geocoding,
A260038,大塚産婦人科医院,614-8367,京都府八幡市男山長沢１８－９,135.69333903,34.86571424,geocoding,
A260135,医療法人一医会　林医院,615-0803,京都府京都市右京区西京極南庄境町３２,135.72831076,34.99208437,geocoding,6
A260028,社会医療法人健康会　西京極診療所,615-0813,京都府京都市右京区西京極佃田町１７,135.72702201,34.98890963,geocoding,
A260082,坂本内科クリニック,615-8074,京都府京都市西京区桂南巽町１４６グラシューズ桂３Ｆ,135.70068804,34.97970759,geocoding,
A260042,医療法人社団　太田診療所,616-8042,京都府京都市右京区花園伊町６,135.71907507,35.02066227,geocoding,
A260041,医療法人社団　寿光会　竹腰医院,616-8095,京都府京都市右京区御室芝橋町６－１９,135.71288385,35.02652821,geocoding,
A260022,医療法人社団　小室整形外科医院,616-8313,京都府京都市右京区嵯峨野開町２１,135.69671571,35.01457385,geocoding,
A260043,耳鼻咽喉科・アレルギー科　森戸医院,616-8317,京都府京都市右京区嵯峨野神ノ木町１０－１０,135.69474356,35.01622922,geocoding,
A260048,医療法人　恵洋会　岩本医院,617-0002,京都府向日市寺戸町向畑５７－３,135.70090412,34.95325154,geocoding,
A260049,医療法人きくおかクリニック,617-0002,京都府向日市寺戸町殿長１９－１,135.70313164,34.95107118,geocoding,
A260059,鈴木内科・外科診療所,617-0006,京都府向日市上植野町円山１２－５,135.70347574,34.93896129,geocoding,
A260032,医療法人　医修会　新河端病院,617-0825,京都府長岡京市一文橋２－３１－１,135.7004787,34.93380073,geocoding,
A260025,医療法人社団　くぼた医院,617-0828,京都府長岡京市馬場見場走り２５－３,135.7084278,34.92689051,geocoding,
A260130,さかうえクリニック,619-0218,京都府木津川市城山台７－４３－３,135.8324349,34.7335428,geocoding,
A260052,あさの内科クリニック,619-0225,京都府木津川市木津川台７－１－３,135.78338879,34.74154646,geocoding,
A260054,医療法人　松山内科循環器科医院,620-0035,京都府福知山市字内記４１－６,135.12755173,35.29775794,geocoding,
A260051,医療法人　至誠会　古木内科医院,620-0815,京都府福知山市長山町４５９－９９,135.17110344,35.29411784,geocoding,
A260036,医療法人　吉岡整形外科医院,621-0803,京都府亀岡市河原町１９２,135.57257272,35.0204547,geocoding,
A260097,医療法人　稲天会　大森内科診療所,629-2263,京都府与謝郡与謝野町字弓木１５２８－２,135.14817238,35.56226971,geocoding,
A290079,北生駒いつき内科クリニック,630-0121,奈良県生駒市北大和１－２３－１,135.72906387,34.72596482,geocoding,6
A290048,医療法人　生火会　松宮医院,630-0244,奈良県生駒市東松ケ丘１７－８,135.69785827,34.69960338,geocoding,
A290032,社会医療法人　健生会　生駒さくら診療所,630-0256,奈良県生駒市本町７－１０,135.69736972,34.69129871,geocoding,
A290055,医療法人　田村医院,630-8014,奈良県奈良市四条大路１－７－１９,135.80390558,34.6800399,geocoding,
A290035,福山医院,630-8024,奈良県奈良市尼辻中町１１－３,135.78402933,34.68163941,geocoding,
A290070,北山医院,630-8114,奈良県奈良市芝辻町１－９－５,135.81893196,34.68659774,geocoding,
A290015,陽クリニック,630-8115,奈良県奈良市大宮町４－２４１－１,135.81114937,34.68265359,geocoding,
A290026,森井小児科医院,630-8332,奈良県奈良市元興寺町３２,135.83085627,34.6759047,geocoding,
A290008,医療法人　寺崎クリニック,630-8341,奈良県奈良市南城戸町６７,135.82742595,34.67776,geocoding,
A290077,中登美診療所,631-0003,奈良県奈良市中登美ヶ丘１－１９９４－３－Ｄ１６－１,135.74996763,34.71813206,geocoding,
A290017,なかた整形外科,631-0013,奈良県奈良市中山町西４－４５６－１学園前Ｔ．Ｓビル１０１号,135.75846427,34.71056076,geocoding,
A290038,医療法人　おがわ小児科診療所,631-0021,奈良県奈良市鶴舞東町２－２６,135.75244546,34.70861372,geocoding,
A290071,衞藤医院,631-0034,奈良県奈良市学園南１－１－１７,135.7517069,34.69658455,geocoding,
A290045,医療法人　小嶌診療所,631-0034,奈良県奈良市学園南３－４－２４,135.75134588,34.69254889,geocoding,
A290019,医療法人　つるた内科,631-0041,奈良県奈良市学園大和町５－１１７,135.7424468,34.68826868,geocoding,
A290051,ごとう糖尿病内科・内科,631-0805,奈良県奈良市右京３－１９－１,135.78868106,34.72004321,geocoding,
A290056,すくすくこどもクリニック,631-0842,奈良県奈良市菅原町６４８－１,135.77253016,34.68567494,geocoding,
A290003,医療法人　幸仁会　木下医院,633-0054,奈良県桜井市阿部５５０,135.84094092,34.50707908,geocoding,
A290067,羽田医院,633-0066,奈良県桜井市西之宮２２８－３５,135.82371166,34.51375012,geocoding,
A290014,医療法人　菊川内科医院,633-0091,奈良県桜井市桜井８６９番地１,135.85006514,34.51205903,geocoding,
A290044,笠原内科医院,634-0051,奈良県橿原市白橿町２－３１－１２,135.79060703,34.47451579,geocoding,
A290052,吉岡医院,634-0078,奈良県橿原市八木町２－２－１８,135.79553636,34.50848364,geocoding,
A290047,医療法人　菊川医院,634-0803,奈良県橿原市上品寺町３８０－２２,135.79540022,34.52175695,geocoding,
A290043,井上クリニック,634-0804,奈良県橿原市内膳町１－１－１１Ｕ遊タウンビル１階,135.79341429,34.51238865,geocoding,
A290041,医療法人　芳隆会　八嶌医院,634-0804,奈良県橿原市内膳町２－１－３０,135.7905479,34.51062495,geocoding,
A290050,（医）一晴会　おおや内科クリニック,634-0831,奈良県橿原市曽我町８４９－３,135.77739906,34.51543802,geocoding,
A290046,牧浦医院,636-0204,奈良県磯城郡川西町唐院４３－１,135.76258592,34.58315193,geocoding,
A290030,田畑医院,637-0082,奈良県五條市中之町１６１７－１,135.67904696,34.36746085,geocoding,
A290062,ゆりクリニック,639-0214,奈良県北葛城郡上牧町大字上牧３３３６－５,135.71791762,34.56360587,geocoding,
A290078,高橋耳鼻咽喉科,639-0234,奈良県香芝市狐井１８０－４,135.70583024,34.53899759,geocoding,6
A290061,西本内科,639-0266,奈良県香芝市旭ケ丘４－２－１,135.68861181,34.55144281,geocoding,
A290007,（医）おざきクリニック,639-1001,奈良県大和郡山市九条町１３１１－１,135.78342163,34.65836677,geocoding,
A290081,医療法人上田医院　北和診療所,639-1001,奈良県大和郡山市九条町３６２－２,135.78262164,34.66023046,geocoding,6
A290010,八木医院,639-1031,奈良県大和郡山市今国府町１８３－１,135.76836515,34.61903149,geocoding,
A290037,牧浦内科,639-1037,奈良県大和郡山市額田部北町４７９－３,135.77959227,34.60710269,geocoding,
A290068,善本内科クリニック,639-1131,奈良県大和郡山市野垣内町２－２第７号棟第１２１号室,135.79014355,34.65033711,geocoding,
A290075,松本内科クリニック,639-1132,奈良県大和郡山市高田町９２－１４ハーベス２Ｆ,135.79120182,34.6476513,geocoding,
A290080,医療法人医昌会　まつたハートクリニック,639-1136,奈良県大和郡山市本庄町２４７－１,135.78277206,34.63332205,geocoding,6
A290018,医療法人　鵜山医院,639-2147,奈良県葛城市新庄１６,135.72027462,34.48705996,geocoding,
A300017,医療法人　瑞仁会　浅江胃腸科,640-0416,和歌山県紀の川市貴志川町長山２７７－２１４,135.28912098,34.2087186,geocoding,
A300052,医療法人　祥淳会　松平ハタ医科歯科クリニック,640-8135,和歌山県和歌山市鷹匠町１－６０,135.17797659,34.22336712,geocoding,
A300055,医）吹上クリニック,640-8137,和歌山県和歌山市吹上２－５－２８,135.17050223,34.22027015,geocoding,6
A300006,医療法人　巨周会　喜多クリニック和歌山診療所,640-8269,和歌山県和歌山市小松原通１－１－１１大岩ビル３Ｆ,135.16861067,34.22521119,geocoding,
A300004,向陽　脳とせぼね・循環器内科クリニック,640-8315,和歌山県和歌山市津秦４０,135.20433034,34.22290117,geocoding,
A300042,木広町クリニック,640-8328,和歌山県和歌山市木広町５－１－１２,135.19019233,34.22662819,geocoding,
A300009,医療法人　裕真会　下間クリニック,640-8464,和歌山県和歌山市市小路４０２,135.16740735,34.25524164,geocoding,
A300003,黒田内科医院,640-8481,和歌山県和歌山市直川１－８,135.20880998,34.26110335,geocoding,
A300051,山口医院,641-0014,和歌山県和歌山市毛見２９５－２１,135.19941217,34.16884398,geocoding,
A300033,医療法人さくら会　さくらクリニック,642-0032,和歌山県海南市名高１４０－１,135.22001032,34.15368851,geocoding,
A300014,いぬい内科呼吸器内科クリニック,642-0032,和歌山県海南市名高５３９－１８岩崎ビル１Ｆ,135.21200554,34.15520749,geocoding,
A300054,医療法人　駿明会　耳鼻咽喉科ごとう医院,643-0004,和歌山県有田郡湯浅町湯浅１２８－２,135.1733615,34.03480601,geocoding,6
A300039,平山内科皮膚泌尿科,643-0004,和歌山県有田郡湯浅町湯浅４５９,135.17513629,34.03509771,geocoding,
A300008,Ｔ－ｃｕｂｅメディカルクリニック,644-0011,和歌山県御坊市湯川町財部６４６－１１,135.15120499,33.89804929,geocoding,
A300035,御坊なかむらクリニック,644-0011,和歌山県御坊市湯川町財部７１５,135.15256878,33.89628563,geocoding,
A300024,中島医院,644-0012,和歌山県御坊市湯川町小松原３８０－１１,135.1602152,33.90642361,geocoding,
A300040,医療法人　大原内科,644-0044,和歌山県日高郡美浜町和田１１３８－１０４,135.13375641,33.89479942,geocoding,
A300021,谷地内科医院,647-0081,和歌山県新宮市新宮字馬町５５４－１大橋通りＴビル１Ｆ,135.98471358,33.72753778,geocoding,
A300053,いわくらクリニック,648-0094,和歌山県橋本市三石台１－３－１１フォレストＢ棟１０２号,135.60212037,34.35576425,geocoding,
A300038,医療法人　曽和医院,648-0096,和歌山県橋本市御幸辻２１８－３,135.60532877,34.34011898,geocoding,
A300022,医療法人　三徳会　かわむら医院,649-0101,和歌山県海南市下津町下津７８５－２,135.14534297,34.1094837,geocoding,
A300007,医療法人　健仁会　三谷医院,649-2211,和歌山県西牟婁郡白浜町１３９６－５,135.3471037,33.6819634,geocoding,
A300002,伊藤内科,649-6235,和歌山県岩出市西野１９０－１,135.31070659,34.2570718,geocoding,
A300018,宮井内科,649-6416,和歌山県紀の川市上野１３－１０,135.3632402,34.25964461,geocoding,
A300036,医）紫英会循環器内科するたクリニック,649-6416,和歌山県紀の川市上野７８－１,135.3622847,34.26197211,geocoding,
A280108,たつみクリニック,650-0001,兵庫県神戸市中央区加納町２－９－１４,135.19460797,34.7017812,geocoding,
A280015,医療法人社団　伍仁会　岡本クリニック,650-0021,兵庫県神戸市中央区三宮町１－１０－１神戸交通センタービル７Ｆ,135.19388043,34.69327103,geocoding,
A280210,内科・循環器科　米田クリニック,650-0024,兵庫県神戸市中央区海岸通４新明海ビル４階,135.18467857,34.68545239,geocoding,
A280152,神戸駅こぼり循環器内科クリニック,650-0025,兵庫県神戸市中央区相生町３－１－２,135.17803204,34.67901969,geocoding,
A280223,ファミリアメディカル神戸クリニック,650-0038,兵庫県神戸市中央区西町３３－２,135.1903836,34.68772996,geocoding,
A280001,医療法人社団　福本クリニック,650-0044,兵庫県神戸市中央区東川崎町１－７－４ダイヤニッセイビル７階,135.18162895,34.67960579,geocoding,
A280182,医療法人財団春日野会　春日野会病院,651-0054,兵庫県神戸市中央区野崎通４－１－２,135.20631514,34.70877503,geocoding,
A280054,ＨＡＴ神戸つじ内科,651-0073,兵庫県神戸市中央区脇浜海岸通２－２－３　ケーズデンキ３Ｆ,135.21553959,34.69991223,geocoding,
A280019,岡クリニック,651-0092,兵庫県神戸市中央区生田町１－４－１ショダリ２１－６Ｆ,135.19617721,34.70454204,geocoding,
A280212,医療法人社団　旭診療所,651-0095,兵庫県神戸市中央区旭通２－９－５,135.19940488,34.69754839,geocoding,6
A280125,内橋内科医院,651-1412,兵庫県西宮市山口町下山口４－１４－２５,135.24076801,34.83160034,geocoding,
A280073,しげやま内科クリニック,651-2113,兵庫県神戸市西区伊川谷町有瀬１０５２－１,135.01522954,34.66138304,geocoding,
A280030,医療法人社団百聞会　長谷川医院,651-2144,兵庫県神戸市西区小山１－３－２７,134.98904238,34.68434968,geocoding,
A280168,中神クリニック,651-2272,兵庫県神戸市西区狩場台３－９－８,135.03292972,34.72074344,geocoding,
A280156,（医）マスイ耳鼻咽喉科,651-2273,兵庫県神戸市西区糀台５－１０－２西神センタービル２Ｆ,135.01673949,34.71995161,geocoding,
A280215,医療法人社団　大有会　井上病院,652-0046,兵庫県神戸市兵庫区上沢通３－１－４,135.16387484,34.67741968,geocoding,
A280201,医療法人一輝会　荻原記念病院,653-0037,兵庫県神戸市長田区大橋町７－１－１,135.14427694,34.65414987,geocoding,
A280180,医療法人社団　医純会　たかなが皮フ科・アレルギー科・形成外科,654-0131,兵庫県神戸市須磨区横尾１－８,135.10891291,34.67440265,geocoding,
A280158,清水クリニック,655-0006,兵庫県神戸市垂水区本多聞６－２８－２３,135.04929359,34.65255963,geocoding,
A280074,山口医院,655-0044,兵庫県神戸市垂水区舞子坂３－５－８,135.03254515,34.646074,geocoding,
A280170,秋山医院,655-0046,兵庫県神戸市垂水区舞子台２－９－３０－１０２,135.03441744,34.63597242,geocoding,
A280118,森医院,655-0872,兵庫県神戸市垂水区塩屋町４－２５－１９,135.08165225,34.63666473,geocoding,
A280034,高橋内科医院,656-0054,兵庫県洲本市宇原２２４３,134.87216014,34.33351235,geocoding,
A280009,社会医療法人社団　順心会　順心淡路病院,656-2156,兵庫県淡路市大町下６６－１,134.85711184,34.43698942,geocoding,
A280225,社会福祉法人　聖隷福祉事業団　聖隷淡路病院,656-2306,兵庫県淡路市夢舞台１－１,135.01680332,34.56931043,geocoding,
A280105,医療法人社団　しおかぜ診療所,656-2401,兵庫県淡路市岩屋１４１４－３５,135.01446728,34.5929605,geocoding,
A280110,医療法人社団　元就会　宮脇内科医院,658-0003,兵庫県神戸市東灘区本山北町３－４－１１,135.27745585,34.72703525,geocoding,
A280130,医療法人社団仁愛会　中川医院,658-0013,兵庫県神戸市東灘区深江北町３－４－２２,135.29220736,34.72382744,geocoding,
A280064,吉岡クリニック,658-0016,兵庫県神戸市東灘区本山中町３－１－１,135.28408582,34.72581601,geocoding,
A280056,あだち耳鼻咽喉科,658-0016,兵庫県神戸市東灘区本山中町４－１－３,135.2817805,34.7251105,geocoding,
A280199,まつだ内科クリニック,658-0072,兵庫県神戸市東灘区岡本１－６－１２,135.27650037,34.72776294,geocoding,
A280106,医療法人社団長州会　毛利耳鼻咽喉科・芦屋クリニック,659-0024,兵庫県芦屋市南宮町１０－２４,135.31816328,34.72888289,geocoding,
A280038,後藤泌尿器科医院,659-0064,兵庫県芦屋市精道町７－１ハックス芦屋ビル２階西室,135.30403676,34.72781885,geocoding,
A280222,医）甲南回生　松本クリニック,659-0086,兵庫県芦屋市三条南町１３－１６－３Ｆ,135.29496522,34.73240709,geocoding,
A280046,芦屋ながさわ内科,659-0092,兵庫県芦屋市大原町１１－２４－１０６,135.30682797,34.7360652,geocoding,
A280174,医療法人社団　永松クリニック,659-0094,兵庫県芦屋市松ノ内町１０－１８,135.30181174,34.7365484,geocoding,
A280157,医療法人社団　きたつじクリニック,660-0054,兵庫県尼崎市西立花町３－１－１－１０１,135.39804034,34.73520002,geocoding,
A280229,しぎょう循環器内科・内科・皮膚科・アレルギー科,660-0075,兵庫県尼崎市大庄中通１－７０,135.39160513,34.72768953,geocoding,6
A280107,毛利耳鼻咽喉科医院,660-0801,兵庫県尼崎市長洲東通１－９－３２,135.43558984,34.72682098,geocoding,
A280143,医療法人社団　こんどう整形外科,660-0822,兵庫県尼崎市杭瀬南新町１－１－２３エクセレントシティビル２階,135.43836203,34.71811646,geocoding,
A280096,高診療所,660-0861,兵庫県尼崎市御園町２１ＭＧ尼崎駅前ビル１階１０２号,135.41598096,34.71796055,geocoding,
A280050,社会医療法人　愛仁会　カーム尼崎健診プラザ,660-0861,兵庫県尼崎市御園町５４カーム尼崎２階,135.41669757,34.71778003,geocoding,
A280114,やまさきファミリークリニック,660-0861,兵庫県尼崎市御園町５４カーム尼崎３階,135.41669757,34.71778003,geocoding,
A280104,医療法人社団　南川クリニック内科,661-0001,兵庫県尼崎市塚口本町２－２０－１,135.41863717,34.75503681,geocoding,
A280231,尼崎塚口もりもと循環器内科,661-0002,兵庫県尼崎市塚口町３－２５－１,135.41156856,34.75376745,geocoding,6
A280197,よこたクリニック,661-0002,兵庫県尼崎市塚口町３－３７－１,135.41038808,34.75516728,geocoding,
A280102,内藤クリニック,661-0012,兵庫県尼崎市南塚口町１－３０－１０,135.41475188,34.74829038,geocoding,
A280221,加藤道夫肝臓内科クリニック,661-0012,兵庫県尼崎市南塚口町２丁目１塚口さんさんタウン２番館３階３１０号,135.41575988,34.75200938,geocoding,
A280004,山田クリニック,661-0032,兵庫県尼崎市武庫之荘東１－２３－８,135.39594519,34.75659195,geocoding,
A280081,医療法人社団　はせがわ内科,661-0033,兵庫県尼崎市南武庫之荘１－３－１,135.39540379,34.75110925,geocoding,
A280112,町塚医院,661-0953,兵庫県尼崎市東園田町４－１０８－２,135.44433546,34.75458463,geocoding,
A280066,医療法人社団　晃和会　にしむらクリニック,661-0953,兵庫県尼崎市東園田町９－１８－１９,135.44684925,34.75223215,geocoding,
A280191,青木外科整形外科,661-0974,兵庫県尼崎市若王寺１－２－２３,135.43370847,34.75071817,geocoding,
A280175,医療法人社団　まごのクリニック,661-0981,兵庫県尼崎市猪名寺２－１５－３０,135.42594452,34.76553848,geocoding,
A280119,おりたクリニック,662-0017,兵庫県西宮市甲陽園西山町１－６２,135.32973404,34.76146823,geocoding,
A280173,アシダクリニック,662-0038,兵庫県西宮市南郷町４－７,135.33149253,34.74393139,geocoding,
A280207,医療法人社団ＦＯＲＺＡ　ＮｉｓｈｉｎｏｍｉｙａファミリークリニックＨａｙａｓｈｉ,662-0825,兵庫県西宮市門戸荘９－１６,135.35773755,34.75617202,geocoding,
A280233,小田内科循環器内科,662-0832,兵庫県西宮市甲風園１－６－１,135.35555458,34.74716191,geocoding,6
A280026,岩下内科クリニック,662-0911,兵庫県西宮市池田町９－６－２０３,135.34724982,34.738721,geocoding,
A280086,医療法人社団　中村整形外科,662-0912,兵庫県西宮市松原町７－２０,135.34734431,34.7361157,geocoding,
A280080,たにざわこどもクリニック,662-0971,兵庫県西宮市和上町１－３１,135.33918928,34.73797936,geocoding,
A280196,大草耳鼻咽喉科クリニック,662-0977,兵庫県西宮市神楽町１１－３さくら夙川クリニックビル３階,135.3311843,34.73860421,geocoding,
A280116,林医院,663-8113,兵庫県西宮市甲子園口３－９－２３,135.37396175,34.73772135,geocoding,
A280149,北垣クリニック,663-8134,兵庫県西宮市上田中町７－３,135.37408223,34.7092179,geocoding,
A280077,ジン医院,663-8141,兵庫県西宮市高須町１－１－１２－２０５,135.36991049,34.70462917,geocoding,
A280226,しまなみクリニック,663-8143,兵庫県西宮市枝川町９－２０,135.36484394,34.71024832,geocoding,
A280142,医療法人社団　中田内科医院,663-8152,兵庫県西宮市甲子園町２５－１８,135.3610828,34.71791725,geocoding,
A280148,医療法人社団　一佳会　さこだ耳鼻咽喉科,663-8204,兵庫県西宮市高松町５－３９なでしこビル４階,135.35704896,34.74463998,geocoding,
A280031,医療法人　喜望会　谷向病院,663-8215,兵庫県西宮市今津水波町６－３０,135.35214968,34.72911362,geocoding,
A280134,医療法人社団　にきクリニック,663-8245,兵庫県西宮市津門呉羽町１－２８今津医療センター４階,135.35219408,34.73126896,geocoding,
A280153,佐藤耳鼻咽喉科,664-0007,兵庫県伊丹市北野２－９８ＯＭＴビル２階,135.38494816,34.80394479,geocoding,
A280070,まえの耳鼻咽喉科,664-0029,兵庫県伊丹市中野北３－６－６シュモアⅡ,135.38040435,34.79114894,geocoding,
A280183,（医）高田医院,664-0842,兵庫県伊丹市森本２－１９０,135.43265795,34.78065924,geocoding,
A280145,医療法人社団　さかもと小児科アレルギー科,664-0846,兵庫県伊丹市伊丹１－７－１６－１０１,135.41925906,34.78174498,geocoding,
A280227,谷口耳鼻咽喉科,664-0882,兵庫県伊丹市鈴原町９－３８８,135.40392452,34.77259856,geocoding,6
A280111,おじまクリニック,664-0895,兵庫県伊丹市宮ノ前１－４－６,135.41540943,34.78189769,geocoding,
A280062,えびす谷クリニック,665-0011,兵庫県宝塚市南口２－１４－５－２１１,135.34705117,34.80483286,geocoding,
A280117,田中医院,665-0024,兵庫県宝塚市逆瀬台４－７－７,135.33543301,34.79072329,geocoding,
A280122,宝塚医療生活協同組合　高松診療所,665-0043,兵庫県宝塚市高松町５－１０,135.36769706,34.79074322,geocoding,
A280208,医療法人社団　晃成会　晃成会クリニック,665-0045,兵庫県宝塚市光明町１－９,135.36070316,34.79147634,geocoding,
A280230,森　外科,665-0816,兵庫県宝塚市平井５－１－４０山本駅前ＳＥＬＶＡビル２Ｆ,135.38885843,34.82173724,geocoding,6
A280043,くまクリニック,665-0835,兵庫県宝塚市旭町２－１５－１１,135.35791967,34.80848817,geocoding,
A280203,なみき内科,665-0865,兵庫県宝塚市寿町８－２４,135.36607451,34.81186573,geocoding,
A280098,医療法人社団　学優会　きただクリニック。,666-0014,兵庫県川西市小戸１－２－６ジオ阪急川西レジデンスマーク１階,135.41578923,34.82783974,geocoding,
A280092,医療法人社団　間瀬内科クリニック,666-0016,兵庫県川西市中央町５－５ＯＨＭＩビル５階,135.41509762,34.82807025,geocoding,
A280071,さくらホームケアクリニック,666-0121,兵庫県川西市平野３－１８－２７,135.41591066,34.87161541,geocoding,
A280202,医療法人社団　耳鼻いんこう科　ふじおかクリニック,666-0142,兵庫県川西市清和台東３－１－８ガーデンモール清和台２階,135.38736657,34.87379883,geocoding,
A280007,森医院,667-0126,兵庫県養父市堀畑８２－２８,134.81152575,35.37168013,geocoding,
A280012,あおぞらクリニック,669-1354,兵庫県三田市大畑清水３５７－１,135.18784728,34.93827238,geocoding,
A280141,医療法人社団　いまだ内科クリニック,669-1544,兵庫県三田市武庫が丘７－７－４エムズⅡビル２階,135.20466412,34.88697989,geocoding,
A280003,医療法人　五葉会　城南病院,670-0012,兵庫県姫路市本町２３１,134.69098721,34.8330386,geocoding,
A280005,姫路医療生活協同組合　共立病院,670-0822,兵庫県姫路市市川台３－１２,134.71597906,34.83457479,geocoding,
A280185,医療法人社団　阿保クリニック,670-0926,兵庫県姫路市東駅前町７５－１,134.69395925,34.828778,geocoding,
A280063,石川医院,670-0936,兵庫県姫路市古二階町１３５,134.69601459,34.83106943,geocoding,
A280100,整形外科ほそいクリニック,670-0961,兵庫県姫路市南畝町２－３１浜屋ハートビル８階,134.68825706,34.82468397,geocoding,
A280008,姫路医療生活協同組合　ヘルスコ－プあぼし診療所,671-1227,兵庫県姫路市網干区和久２－２,134.58479004,34.80897391,geocoding,
A280014,近藤内科医院,672-8014,兵庫県姫路市東山２５１,134.71891314,34.79104895,geocoding,
A280154,いそかわキッズクリニック,672-8019,兵庫県姫路市木場前七反町６１,134.71891349,34.78096393,geocoding,
A280167,井上外科胃腸内科,673-0041,兵庫県明石市西明石南町２－２１－１,134.95885625,34.66471254,geocoding,
A280013,早川内科循環器科医院,673-0404,兵庫県三木市大村１４２－７,134.97273688,34.80429527,geocoding,
A280025,橋本ファミリークリニック,673-0863,兵庫県明石市朝霧南町２－９－５ビラ朝霧２Ｆ,135.01785746,34.64580986,geocoding,
A280127,医療法人社団　川原内科,673-0870,兵庫県明石市朝霧南町１－１６５－５朝霧ＫＭビル４階,135.01789081,34.64474332,geocoding,
A280072,田路医院,673-0885,兵庫県明石市桜町１１－１２,134.9942398,34.64722304,geocoding,
A280061,医療法人社団　ほうらい外科胃腸科医院,675-0038,兵庫県加古川市加古川町木村６６２－６,134.82190704,34.7640103,geocoding,
A280103,寺岡耳鼻咽喉科,675-0150,兵庫県加古郡播磨町南野添３－１０－１１,134.86867228,34.71636254,geocoding,
A280164,大西メディカルクリニック,675-1115,兵庫県加古郡稲美町国岡２－９－１,134.90900987,34.74785113,geocoding,
A280214,医療法人社団　薫楓会　緑駿病院,675-1322,兵庫県小野市匠台７２－１,134.9734034,34.82144628,geocoding,
A280206,やない外科胃腸科,677-0043,兵庫県西脇市下戸田２７４－２,134.98096266,34.98368638,geocoding,
A280022,医療法人社団　天野内科医院,677-0044,兵庫県西脇市上野字芝添３１５,134.97770454,34.98843585,geocoding,
A280035,半田クリニック,678-0001,兵庫県相生市山手２－２２１,134.48209467,34.82184287,geocoding,
A280198,相生市民病院,678-0008,兵庫県相生市栄町５－１２,134.47024606,34.81692925,geocoding,
A280176,宇野内科,679-4134,兵庫県たつの市誉田町広山４９１－１,134.56440262,34.84802189,geocoding,
A310014,医療法人　北室内科医院,680-0022,鳥取県鳥取市西町３－１１０,134.23401644,35.50482307,geocoding,
A310001,もとだクリニック,680-0151,鳥取県鳥取市国府町宮下１１６５,134.26123703,35.4813068,geocoding,
A310034,医療法人　イナカ内科医院,680-0854,鳥取県鳥取市正蓮寺４３,134.24313321,35.47223846,geocoding,
